Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
429,429,0,16,-121109,50123,0,-535371,-699489,0,30,-51
430,430,0,10,-131072,0,0,-535223,-699341,0,31,-50
431,431,0,8,-121090,50170,0,-535194,-699254,0,32,33
432,432,0,7,-92664,92698,0,58,87,0,33,-57
433,433,0,1,50123,121108,0,206,383,0,34,-38
434,434,0,5,0,131071,0,758,797,0,35,58
435,435,0,-1,50170,121089,0,1352,1391,0,36,65
436,436,0,4,92698,92663,0,1570,1827,0,37,118
437,437,0,3,121108,-50124,0,1888,2304,0,38,-14
438,438,0,16,131071,-1,0,1900,2320,0,39,36
439,439,0,3,121089,-50171,0,1222,1642,0,40,-121
440,440,0,9,92663,-92699,0,308,271,0,41,-9
441,441,0,7,-50124,-121109,0,-858,-895,0,42,-126
442,442,0,2,-1,-131072,0,-2361,-2398,0,43,-68
443,443,0,7,-50171,-121090,0,-2865,-2566,0,44,-50
444,444,0,7,-92699,-92664,0,-2149,-1850,0,45,-53
445,445,0,8,-121109,50123,0,-1244,865,0,46,-27
446,446,0,6,-131072,0,0,-1244,3317,0,47,-104
447,447,0,10,-121090,50170,0,-146,6611,0,48,-9
448,448,0,3,-92664,92698,0,710,7895,0,49,-69
449,449,0,7,50123,121108,0,-604,5924,0,50,2
450,450,0,-1,0,131071,0,-4206,521,0,51,7
451,451,0,1,50170,121089,0,-11724,-4491,0,52,-72
452,452,0,7,92698,92663,0,-18672,-11439,0,53,-56
453,453,0,18,121108,-50124,0,-20724,-12465,0,54,-70
454,454,0,7,131071,-1,0,-17274,-10165,0,55,-25
455,455,0,1,121089,-50171,0,-3082,-3069,0,56,-78
456,456,0,8,92663,-92699,0,12494,-3069,0,57,-30
457,457,0,23,-50124,-121109,0,27716,7079,0,58,-39
458,458,0,12,-1,-131072,0,30234,14633,0,59,-14
459,459,0,3,-50171,-121090,0,30234,4517,0,60,64
460,460,0,7,-92699,-92664,0,11498,-23587,0,61,-55
461,461,0,7,-121109,50123,0,-38506,-56923,0,62,-35
462,462,0,-7,-131072,0,0,-61304,-102519,0,63,-64
463,463,0,13,-121090,50170,0,-140192,-181407,0,64,-8
464,464,0,3,-92664,92698,0,-192784,-233999,0,65,-123
465,465,0,5,50123,121108,0,-261178,-302393,0,66,-211
466,466,0,19,0,131071,0,-294514,-319061,0,67,-234
467,467,0,-3,50170,121089,0,-322618,-347165,0,68,-7
468,468,0,7,92698,92663,0,-327676,-352223,0,69,-28
469,469,0,17,121108,-50124,0,-320122,-344669,0,70,-9
470,470,0,10,131071,-1,0,-309974,-339595,0,71,-31
471,471,0,2,121089,-50171,0,-294398,-334403,0,72,-29
472,472,0,14,92663,-92699,0,-290850,-323759,0,73,-22
473,473,0,12,-50124,-121109,0,-287400,-321459,0,74,25
474,474,0,4,-1,-131072,0,-290478,-324537,0,75,-41
475,475,0,8,-50171,-121090,0,-297426,-326853,0,76,-2
476,476,0,2,-92699,-92664,0,-304944,-329359,0,77,-81
477,477,0,-1,-121109,50123,0,-308546,-334762,0,78,-27
478,478,0,18,-131072,0,0,-310517,-336076,0,79,10
479,479,0,4,-121090,50170,0,-309661,-334792,0,80,65
480,480,0,5,-92664,92698,0,-307465,-330400,0,81,-44
481,481,0,-2,50123,121108,0,-303787,-325496,0,82,31
482,482,0,7,0,131071,0,-301072,-324591,0,83,-3
483,483,0,7,50170,121089,0,-300356,-323875,0,84,3
484,484,0,-6,92698,92663,0,-300692,-324211,0,85,-64
485,485,0,7,121108,-50124,0,-302195,-325213,0,86,11
486,486,0,-10,131071,-1,0,-303361,-327545,0,87,-27
487,487,0,-7,121089,-50171,0,-304732,-328916,0,88,14
488,488,0,11,92663,-92699,0,-305184,-329142,0,89,-9
489,489,0,-4,-50124,-121109,0,-305172,-329130,0,90,-15
490,490,0,9,-1,-131072,0,-304854,-328653,0,91,-49
491,491,0,1,-50171,-121090,0,-304200,-327781,0,92,-37
492,492,0,4,-92699,-92664,0,-303606,-327187,0,93,-18
493,493,0,9,-121109,50123,0,-303330,-326911,0,94,-125
494,494,0,22,-131072,0,0,-303256,-326689,0,95,-2
495,495,0,4,-121090,50170,1,-303169,-326631,0,96,-9
496,496,0,11,-92664,92698,0,-303111,-326544,0,97,53
497,497,0,3,50123,121108,0,-302963,-326248,0,98,-63
498,498,0,-5,0,131071,0,-302411,-325834,0,-492602043,25
499,499,0,9,50170,121089,0,-301817,-325240,0,-70944615,5
500,500,0,11,92698,92663,0,-301599,-324804,0,177974299,5
501,501,0,19,121108,-50124,0,-301281,-324327,0,46452381,-159
502,502,0,15,131071,-1,0,-301269,-324311,0,-20310198,-62
503,503,0,8,121089,-50171,0,-301947,-324989,0,-53821041,-77
504,504,0,-2,92663,-92699,0,-302861,-326360,0,-37049284,7
505,505,0,7,-50124,-121109,0,-304027,-327526,0,-45437209,20
506,506,0,1,-1,-131072,0,-305530,-329029,0,-49631427,-91
507,507,0,8,-50171,-121090,0,-306034,-329197,0,-51728568,-32
508,508,0,-2,-92699,-92664,0,-305318,-328481,0,-50679994,-100
509,509,0,4,-121109,50123,0,-304413,-325766,0,-51204281,73
510,510,0,18,-131072,0,0,-304413,-323314,0,-50942138,-66
511,511,0,4,-121090,50170,0,-303315,-320020,0,-51073209,81
512,512,0,6,-92664,92698,0,-302459,-318736,0,-51007674,-80
513,513,0,3,50123,121108,0,-303773,-320707,0,-50974907,-1
514,514,0,-2,0,131071,0,-307375,-326110,0,-50958524,-1
515,515,0,5,50170,121089,0,-314893,-331122,0,-50950333,4
516,516,0,6,92698,92663,0,-321841,-338070,0,-50954428,18
517,517,0,-1,121108,-50124,0,-323893,-339096,0,-50956475,-99
518,518,0,19,131071,-1,0,-320443,-336796,0,-50957498,70
519,519,0,4,121089,-50171,0,-306251,-329700,0,-50958009,-75
520,520,0,19,92663,-92699,0,-290675,-329700,0,-50958264,46
521,521,0,7,-50124,-121109,0,-275453,-319552,0,-50958391,-67
522,522,0,12,-1,-131072,0,-272935,-311998,0,-50958454,-64
523,523,0,-9,-50171,-121090,0,-272935,-322114,0,-50958485,-139
524,524,0,13,-92699,-92664,0,-291671,-350218,0,-50958500,-92
525,525,0,9,-121109,50123,0,-341675,-383554,0,-50958507,-51
526,526,0,-2,-131072,0,0,-364473,-429150,0,-50958511,-23
527,527,0,3,-121090,50170,0,-443361,-508038,0,-50958513,-19
528,528,0,21,-92664,92698,0,-495953,-560630,1,-50958514,-13
529,529,0,8,50123,121108,0,-564347,-629024,0,-2,-119
530,530,0,6,0,131071,0,-597683,-645692,0,-3,16
531,531,0,18,50170,121089,0,-625787,-673796,0,-4,18
532,532,0,16,92698,92663,0,-630845,-678854,0,-5,-1
533,533,0,13,121108,-50124,0,-623291,-671300,0,-6,-45
534,534,0,9,131071,-1,0,-613143,-666226,0,-7,-113
535,535,0,14,121089,-50171,0,-597567,-661034,0,-8,-46
536,536,0,-11,92663,-92699,0,-594019,-650390,0,-9,-90
537,537,0,4,-50124,-121109,0,-590569,-648090,0,-10,23
538,538,0,18,-1,-131072,0,-593647,-651168,0,-11,-99
539,539,0,7,-50171,-121090,0,-600595,-653484,0,-12,-43
540,540,0,3,-92699,-92664,0,-608113,-655990,0,-13,-21
541,541,0,15,-121109,50123,0,-611715,-661393,0,-14,28
542,542,0,1,-131072,0,0,-613686,-662707,0,-15,-42
543,543,0,13,-121090,50170,0,-612830,-661423,0,-16,-71
544,544,0,4,-92664,92698,0,-610634,-657031,0,-17,-48
545,545,0,-3,50123,121108,0,-606956,-652127,0,-18,-66
546,546,0,3,0,131071,0,-604241,-651222,0,-19,28
547,547,0,2,50170,121089,0,-603525,-650506,0,-20,-43
548,548,0,20,92698,92663,0,-603861,-650842,0,-21,15
549,549,0,3,121108,-50124,0,-605364,-651844,0,-22,-42
550,550,0,14,131071,-1,0,-606530,-654176,0,-23,-12
551,551,0,6,121089,-50171,0,-607901,-655547,0,-24,16
552,552,0,6,92663,-92699,0,-608353,-655773,0,-25,-50
553,553,0,17,-50124,-121109,0,-608341,-655761,0,-26,-20
554,554,0,14,-1,-131072,0,-608023,-655284,0,-27,-88
555,555,0,21,-50171,-121090,0,-607369,-654412,0,-28,-5
556,556,0,12,-92699,-92664,0,-606775,-653818,0,-29,1
557,557,0,8,-121109,50123,0,-606499,-653542,0,-30,-16
558,558,0,14,-131072,0,0,-606425,-653320,0,-31,-58
559,559,0,11,-121090,50170,0,-606338,-653262,0,-32,-26
560,560,0,4,-92664,92698,0,58,116,0,-33,-25
561,561,0,10,50123,121108,0,354,338,0,-34,-3
562,562,0,-1,0,131071,0,768,752,0,-35,-40
563,563,0,5,50170,121089,0,966,1148,0,-36,-29
564,564,0,15,92698,92663,0,1402,1802,0,-37,-18
565,565,0,2,121108,-50124,0,1879,2438,0,-38,-42
566,566,0,7,131071,-1,0,1891,2450,0,-39,-84
567,567,0,13,121089,-50171,0,1439,1772,0,-40,5
568,568,0,2,92663,-92699,0,525,858,0,-41,-99
569,569,0,13,-50124,-121109,0,-1224,-891,0,-42,139
570,570,0,3,-1,-131072,0,-2727,-1392,0,-43,-187
571,571,0,8,-50171,-121090,0,-3063,-1728,0,-44,94
572,572,0,6,-92699,-92664,0,-2705,-654,0,-45,-225
573,573,0,-3,-121109,50123,0,-2705,1156,0,-46,144
574,574,0,8,-131072,0,0,-1479,4834,0,-47,-30
575,575,0,10,-121090,50170,0,717,8128,0,-48,-44
576,576,0,0,-92664,92698,0,1573,9412,0,-49,-57
577,577,0,0,50123,121108,0,259,7441,0,-50,-28
578,578,0,4,0,131071,0,-5144,3839,0,-51,-31
579,579,0,9,50170,121089,0,-12662,-3679,0,-52,6
580,580,0,1,92698,92663,0,-17294,-5995,0,-53,-81
581,581,0,12,121108,-50124,0,-20372,-8047,0,-54,-24
582,582,0,-4,131071,-1,0,-15772,-5747,0,-55,-35
583,583,0,14,121089,-50171,0,-5128,-5747,0,-56,-56
584,584,0,16,92663,-92699,0,10448,4637,0,-57,6
585,585,0,6,-50124,-121109,0,15522,19859,0,-58,-97
586,586,0,6,-1,-131072,0,15522,29931,0,-59,-64
587,587,0,11,-50171,-121090,0,10464,22344,0,-60,6
588,588,0,3,-92699,-92664,0,-17640,3608,0,-61,40
589,589,0,12,-121109,50123,0,-34308,-29728,0,-62,-63
590,590,0,-8,-131072,0,0,-102702,-98122,0,-63,-4
591,591,0,13,-121090,50170,0,-155294,-150714,0,-64,-141
592,592,0,4,-92664,92698,0,-234182,-229602,0,-65,31
593,593,0,-3,50123,121108,0,-279778,-252400,0,-66,-58
594,594,0,5,0,131071,0,-329782,-302404,0,-67,-31
595,595,0,0,50170,121089,0,-348518,-321140,0,-68,-15
596,596,0,10,92698,92663,0,-356105,-328727,0,-69,-82
597,597,0,10,121108,-50124,0,-351069,-326209,0,-70,60
598,598,0,2,131071,-1,0,-335847,-321135,0,-71,-18
599,599,0,4,121089,-50171,0,-330655,-305559,0,-72,16
600,600,0,-3,92663,-92699,0,-320011,-298463,0,-73,8
601,601,0,5,-50124,-121109,0,-316561,-295013,0,-74,-23
602,602,0,12,-1,-131072,0,-319639,-296039,0,-75,-94
603,603,0,11,-50171,-121090,0,-326587,-298355,0,-76,-57
604,604,0,18,-92699,-92664,0,-331599,-305873,0,-77,-49
605,605,0,-4,-121109,50123,0,-337002,-309475,0,-78,-48
606,606,0,12,-131072,0,0,-338316,-311446,0,-79,-15
607,607,0,13,-121090,50170,0,-337460,-309734,0,-80,-83
608,608,0,13,-92664,92698,0,-334166,-305342,0,-81,26
609,609,0,3,50123,121108,0,-330488,-304116,0,-82,-77
610,610,0,-2,0,131071,0,-328678,-302306,0,-83,27
611,611,0,3,50170,121089,0,-327962,-301590,0,-84,-67
612,612,0,20,92698,92663,0,-328466,-301926,0,-85,-107
613,613,0,-3,121108,-50124,0,-329468,-303930,0,-86,-58
614,614,0,-5,131071,-1,0,-331217,-305679,0,-87,-73
615,615,0,6,121089,-50171,0,-332131,-306136,0,-88,10
616,616,0,2,92663,-92699,0,-332809,-306814,0,-89,-53
617,617,0,12,-50124,-121109,0,-332801,-306802,0,-90,-62
618,618,0,7,-1,-131072,0,-332324,-306166,0,-91,-96
619,619,0,13,-50171,-121090,0,-331670,-305512,0,-92,-35
620,620,0,12,-92699,-92664,0,-331274,-305116,0,-93,15
621,621,0,2,-121109,50123,0,-331136,-304702,0,-94,-38
622,622,0,11,-131072,0,0,-330914,-304554,0,-95,4
623,623,0,2,-121090,50170,1,-330827,-304467,0,-96,-24
624,624,0,7,-92664,92698,0,-330769,-304351,0,-97,-4
625,625,0,14,50123,121108,0,-330473,-304129,0,-98,-1
626,626,0,3,0,131071,0,-330059,-303715,0,-441643529,-46
627,627,0,18,50170,121089,0,-329861,-303319,0,-19986101,43
628,628,0,0,92698,92663,0,-329425,-302665,0,-268905015,53
629,629,0,9,121108,-50124,0,-328948,-302029,0,-137383097,28
630,630,0,11,131071,-1,0,-328936,-302017,0,-70620518,-25
631,631,0,10,121089,-50171,0,-329388,-302695,0,-37109675,-91
632,632,0,9,92663,-92699,0,-330302,-303609,0,-53881432,-145
633,633,0,0,-50124,-121109,0,-332051,-305358,0,-45493507,-112
634,634,0,5,-1,-131072,0,-333554,-305859,0,-41299289,-16
635,635,0,3,-50171,-121090,0,-333890,-306195,0,-43396430,-109
636,636,0,15,-92699,-92664,0,-333532,-305121,0,-42347856,45
637,637,0,1,-121109,50123,0,-333532,-303311,0,-41823569,-67
638,638,0,8,-131072,0,0,-332306,-299633,0,-42085712,74
639,639,0,15,-121090,50170,0,-330110,-296339,0,-42216783,-89
640,640,0,8,-92664,92698,0,-329254,-295055,0,-42282318,-27
641,641,0,19,50123,121108,0,-330568,-297026,0,-42249551,-49
642,642,0,9,0,131071,0,-335971,-300628,0,-42233168,-67
643,643,0,3,50170,121089,0,-343489,-308146,0,-42241359,-28
644,644,0,15,92698,92663,0,-348121,-310462,0,-42237264,-60
645,645,0,13,121108,-50124,0,-351199,-312514,0,-42235217,11
646,646,0,2,131071,-1,0,-346599,-310214,0,-42234194,-9
647,647,0,-3,121089,-50171,0,-335955,-310214,0,-42233683,-39
648,648,0,5,92663,-92699,0,-320379,-299830,0,-42233428,-58
649,649,0,-1,-50124,-121109,0,-315305,-284608,0,-42233301,-33
650,650,0,3,-1,-131072,0,-315305,-274536,0,-42233238,-22
651,651,0,21,-50171,-121090,0,-320363,-282123,0,-42233207,4
652,652,0,18,-92699,-92664,0,-348467,-300859,0,-42233192,38
653,653,0,8,-121109,50123,0,-365135,-334195,0,-42233185,-67
654,654,0,11,-131072,0,0,-433529,-402589,0,-42233181,-60
655,655,0,5,-121090,50170,0,-486121,-455181,0,-42233179,-65
656,656,0,11,-92664,92698,0,-565009,-534069,1,-42233178,-52
657,657,0,-2,50123,121108,0,-610605,-556867,0,2,58
658,658,0,3,0,131071,0,-660609,-606871,0,3,-152
659,659,0,4,50170,121089,0,-679345,-625607,0,4,-5
660,660,0,15,92698,92663,0,-686932,-633194,0,5,-4
661,661,0,8,121108,-50124,0,-681896,-630676,0,6,40
662,662,0,12,131071,-1,0,-666674,-625602,0,7,13
663,663,0,2,121089,-50171,0,-661482,-610026,0,8,-77
664,664,0,15,92663,-92699,0,-650838,-602930,0,9,-19
665,665,0,7,-50124,-121109,0,-647388,-599480,0,10,15
666,666,0,19,-1,-131072,0,-650466,-600506,0,11,40
667,667,0,-5,-50171,-121090,0,-657414,-602822,0,12,8
668,668,0,8,-92699,-92664,0,-662426,-610340,0,13,-29
669,669,0,13,-121109,50123,0,-667829,-613942,0,14,-59
670,670,0,5,-131072,0,0,-669143,-615913,0,15,-34
671,671,0,7,-121090,50170,0,-668287,-614201,0,16,6
672,672,0,16,-92664,92698,0,-664993,-609809,0,17,-46
673,673,0,-4,50123,121108,0,-661315,-608583,0,18,-14
674,674,0,9,0,131071,0,-659505,-606773,0,19,-8
675,675,0,-2,50170,121089,0,-658789,-606057,0,20,7
676,676,0,15,92698,92663,0,-659293,-606393,0,21,-4
677,677,0,-9,121108,-50124,0,-660295,-608397,0,22,-77
678,678,0,15,131071,-1,0,-662044,-610146,0,23,-28
679,679,0,8,121089,-50171,0,-662958,-610603,0,24,-112
680,680,0,10,92663,-92699,0,-663636,-611281,0,25,23
681,681,0,-10,-50124,-121109,0,-663628,-611269,0,26,-76
682,682,0,8,-1,-131072,0,-663151,-610633,0,27,-7
683,683,0,5,-50171,-121090,0,-662497,-609979,0,28,-15
684,684,0,15,-92699,-92664,0,-662101,-609583,0,29,29
685,685,0,-4,-121109,50123,0,-661963,-609169,0,30,-33
686,686,0,10,-131072,0,0,-661741,-609021,0,31,-73
687,687,0,11,-121090,50170,0,-661654,-608934,0,32,-48
688,688,0,0,-92664,92698,0,116,87,0,33,-22
689,689,0,14,50123,121108,0,338,309,0,34,44
690,690,0,-6,0,131071,0,476,585,0,35,-42
691,691,0,8,50170,121089,0,872,1179,0,36,-40
692,692,0,6,92698,92663,0,1526,2051,0,37,-16
693,693,0,1,121108,-50124,0,2003,2528,0,38,-35
694,694,0,17,131071,-1,0,2011,2540,0,39,-53
695,695,0,7,121089,-50171,0,1559,2088,0,40,-15
696,696,0,7,92663,-92699,0,188,717,0,41,-99
697,697,0,-10,-50124,-121109,0,-1561,134,0,42,-74
698,698,0,4,-1,-131072,0,-2563,-868,0,43,-33
699,699,0,9,-50171,-121090,0,-2731,-1372,0,44,-176
700,700,0,9,-92699,-92664,0,-2731,-656,0,45,-102
701,701,0,4,-121109,50123,0,-1826,2059,0,46,-36
702,702,0,-1,-131072,0,0,626,5737,0,47,-39
703,703,0,23,-121090,50170,0,2822,9031,0,48,45
704,704,0,-9,-92664,92698,0,3678,10315,0,49,-94
705,705,0,5,50123,121108,0,1707,9001,0,50,0
706,706,0,17,0,131071,0,-3696,3598,0,51,-79
707,707,0,13,50170,121089,0,-8708,1092,0,52,40
708,708,0,6,92698,92663,0,-15656,-3540,0,53,44
709,709,0,14,121108,-50124,0,-19760,-5592,0,54,-77
710,710,0,-4,131071,-1,0,-16310,-5592,0,55,-17
711,711,0,10,121089,-50171,0,-5666,1504,0,56,-59
712,712,0,15,92663,-92699,0,-474,17080,0,57,26
713,713,0,3,-50124,-121109,0,-474,37376,0,58,-26
714,714,0,5,-1,-131072,0,4562,44930,0,59,-3
715,715,0,9,-50171,-121090,0,-3025,39872,0,60,-52
716,716,0,1,-92699,-92664,0,-12393,21136,0,61,-40
717,717,0,3,-121109,50123,0,-62397,-28868,0,62,-5
718,718,0,-9,-131072,0,0,-107993,-74464,0,63,-88
719,719,0,11,-121090,50170,0,-186881,-153352,0,64,-131
720,720,0,11,-92664,92698,0,-239473,-179648,0,65,-126
721,721,0,10,50123,121108,0,-307867,-248042,0,66,-103
722,722,0,4,0,131071,0,-341203,-281378,0,67,-123
723,723,0,3,50170,121089,0,-369307,-309482,0,68,-49
724,724,0,8,92698,92663,0,-374365,-312011,0,69,-39
725,725,0,11,121108,-50124,0,-366811,-309493,0,70,-108
726,726,0,9,131071,-1,0,-361737,-294271,0,71,-81
727,727,0,0,121089,-50171,0,-346161,-283887,0,72,-216
728,728,0,18,92663,-92699,0,-335517,-273243,0,73,-102
729,729,0,7,-50124,-121109,0,-332067,-272093,0,74,-148
730,730,0,11,-1,-131072,0,-335145,-273119,0,75,-78
731,731,0,14,-50171,-121090,0,-339777,-280067,0,76,-70
732,732,0,15,-92699,-92664,0,-347295,-285079,0,77,-146
733,733,0,-2,-121109,50123,0,-350897,-290482,0,78,-158
734,734,0,15,-131072,0,0,-352211,-293110,0,79,-92
735,735,0,8,-121090,50170,0,-350927,-291398,0,80,49
736,736,0,4,-92664,92698,0,-347633,-290300,0,81,-105
737,737,0,-6,50123,121108,0,-345181,-287848,0,82,18
738,738,0,7,0,131071,0,-343371,-286038,0,83,-1
739,739,0,13,50170,121089,0,-342297,-285322,0,84,-49
740,740,0,12,92698,92663,0,-342633,-285994,0,85,81
741,741,0,-2,121108,-50124,0,-344136,-287497,0,86,-137
742,742,0,15,131071,-1,0,-345302,-288080,0,87,-36
743,743,0,1,121089,-50171,0,-346673,-289451,0,88,-95
744,744,0,4,92663,-92699,0,-347125,-290129,0,89,-58
745,745,0,4,-50124,-121109,0,-347113,-290113,0,90,-2
746,746,0,1,-1,-131072,0,-346636,-289636,0,91,-143
747,747,0,22,-50171,-121090,0,-346200,-289200,0,92,-42
748,748,0,-6,-92699,-92664,0,-346002,-288606,0,93,-83
749,749,0,-1,-121109,50123,0,-345588,-288330,0,94,-32
750,750,0,-2,-131072,0,0,-345366,-288108,0,95,56
751,751,0,-3,-121090,50170,1,-345279,-288079,0,96,-41
752,752,0,7,-92664,92698,0,-345163,-287992,0,97,66
753,753,0,7,50123,121108,0,-344941,-287770,0,98,-25
754,754,0,1,0,131071,0,-344803,-287494,0,-399410351,-24
755,755,0,1,50170,121089,0,-344407,-286900,0,22247077,-16
756,756,0,-6,92698,92663,0,-343753,-286028,0,-226671837,47
757,757,0,12,121108,-50124,0,-343276,-285551,0,-95149919,12
758,758,0,13,131071,-1,0,-343268,-285539,0,-28387340,122
759,759,0,12,121089,-50171,0,-343720,-285991,0,5123503,97
760,760,0,-2,92663,-92699,0,-345091,-287362,0,-11648254,-97
761,761,0,12,-50124,-121109,0,-346840,-287945,0,-20036179,111
762,762,0,-3,-1,-131072,0,-347842,-288947,0,-24230397,11
763,763,0,9,-50171,-121090,0,-348010,-289451,0,-26327538,29
764,764,0,-1,-92699,-92664,0,-348010,-288735,0,-25278964,-41
765,765,0,8,-121109,50123,0,-347105,-286020,0,-25803251,-67
766,766,0,11,-131072,0,0,-344653,-282342,0,-26065394,-15
767,767,0,16,-121090,50170,0,-342457,-279048,0,-26196465,-28
768,768,0,1,-92664,92698,0,-341601,-277764,0,-26130930,-86
769,769,0,10,50123,121108,0,-343572,-279078,0,-26098163,-125
770,770,0,2,0,131071,0,-348975,-284481,0,-26114546,59
771,771,0,11,50170,121089,0,-353987,-286987,0,-26106355,-61
772,772,0,-7,92698,92663,0,-360935,-291619,0,-26110450,121
773,773,0,9,121108,-50124,0,-365039,-293671,0,-26112497,-71
774,774,0,-1,131071,-1,0,-361589,-293671,0,-26113520,-93
775,775,0,11,121089,-50171,0,-350945,-286575,0,-26114031,7
776,776,0,7,92663,-92699,0,-345753,-270999,0,-26114286,-144
777,777,0,-2,-50124,-121109,0,-345753,-250703,0,-26114413,19
778,778,0,-6,-1,-131072,0,-340717,-243149,0,-26114476,-68
779,779,0,7,-50171,-121090,0,-348304,-248207,0,-26114507,-93
780,780,0,-2,-92699,-92664,0,-357672,-266943,0,-26114522,-23
781,781,0,4,-121109,50123,0,-407676,-316947,0,-26114529,-47
782,782,0,3,-131072,0,0,-453272,-362543,0,-26114533,-40
783,783,0,3,-121090,50170,0,-532160,-441431,0,-26114535,-36
784,784,0,11,-92664,92698,0,-584752,-467727,1,-26114536,-94
785,785,0,5,50123,121108,0,-653146,-536121,0,-2,-16
786,786,0,8,0,131071,0,-686482,-569457,0,-3,41
787,787,0,9,50170,121089,0,-714586,-597561,0,-4,-66
788,788,0,4,92698,92663,0,-719644,-600090,0,-5,-47
789,789,0,10,121108,-50124,0,-712090,-597572,0,-6,-24
790,790,0,10,131071,-1,0,-707016,-582350,0,-7,-43
791,791,0,6,121089,-50171,0,-691440,-571966,0,-8,-15
792,792,0,11,92663,-92699,0,-680796,-561322,0,-9,-143
793,793,0,4,-50124,-121109,0,-677346,-560172,0,-10,-77
794,794,0,-1,-1,-131072,0,-680424,-561198,0,-11,-43
795,795,0,4,-50171,-121090,0,-685056,-568146,0,-12,57
796,796,0,17,-92699,-92664,0,-692574,-573158,0,-13,140
797,797,0,-4,-121109,50123,0,-696176,-578561,0,-14,17
798,798,0,10,-131072,0,0,-697490,-581189,0,-15,69
799,799,0,17,-121090,50170,0,-696206,-579477,0,-16,-25
800,800,0,16,-92664,92698,0,-692912,-578379,0,-17,40
801,801,0,11,50123,121108,0,-690460,-575927,0,-18,-26
802,802,0,7,0,131071,0,-688650,-574117,0,-19,11
803,803,0,16,50170,121089,0,-687576,-573401,0,-20,-67
804,804,0,-6,92698,92663,0,-687912,-574073,0,-21,-100
805,805,0,12,121108,-50124,0,-689415,-575576,0,-22,-98
806,806,0,5,131071,-1,0,-690581,-576159,0,-23,-146
807,807,0,22,121089,-50171,0,-691952,-577530,0,-24,-79
808,808,0,-1,92663,-92699,0,-692404,-578208,0,-25,-118
809,809,0,14,-50124,-121109,0,-692392,-578192,0,-26,-84
810,810,0,8,-1,-131072,0,-691915,-577715,0,-27,-76
811,811,0,15,-50171,-121090,0,-691479,-577279,0,-28,-103
812,812,0,1,-92699,-92664,0,-691281,-576685,0,-29,-68
813,813,0,2,-121109,50123,0,-690867,-576409,0,-30,-66
814,814,0,10,-131072,0,0,-690645,-576187,0,-31,-22
815,815,0,12,-121090,50170,0,-690558,-576158,0,-32,-45
816,816,0,-6,-92664,92698,0,87,87,0,-33,-36
817,817,0,-2,50123,121108,0,161,235,0,-34,17
818,818,0,5,0,131071,0,437,649,0,-35,85
819,819,0,7,50170,121089,0,1031,1441,0,-36,96
820,820,0,7,92698,92663,0,1685,2095,0,-37,-25
821,821,0,12,121108,-50124,0,2003,2572,0,-38,50
822,822,0,2,131071,-1,0,2011,2580,0,-39,61
823,823,0,8,121089,-50171,0,1333,1902,0,-40,12
824,824,0,12,92663,-92699,0,-38,1445,0,-41,20
825,825,0,4,-50124,-121109,0,-1204,279,0,-42,-106
826,826,0,-3,-1,-131072,0,-1705,-1224,0,-43,-146
827,827,0,2,-50171,-121090,0,-1705,-1560,0,-44,-200
828,828,0,29,-92699,-92664,0,-1347,-486,0,-45,-129
829,829,0,-3,-121109,50123,0,463,2229,0,-46,-104
830,830,0,12,-131072,0,0,2915,5907,0,-47,-66
831,831,0,-3,-121090,50170,0,5111,9201,0,-48,-47
832,832,0,3,-92664,92698,0,6395,10057,0,-49,-39
833,833,0,-3,50123,121108,0,4424,8086,0,-50,-8
834,834,0,6,0,131071,0,822,6285,0,-51,-40
835,835,0,15,50170,121089,0,-6696,1273,0,-52,19
836,836,0,12,92698,92663,0,-15960,-3359,0,-53,-55
837,837,0,12,121108,-50124,0,-19038,-3359,0,-54,38
838,838,0,11,131071,-1,0,-15588,-1059,0,-55,0
839,839,0,5,121089,-50171,0,-12040,9585,0,-56,30
840,840,0,4,92663,-92699,0,-12040,30353,0,-57,4
841,841,0,-8,-50124,-121109,0,-1892,45575,0,-58,-16
842,842,0,5,-1,-131072,0,5662,50611,0,-59,21
843,843,0,-13,-50171,-121090,0,3133,45553,0,-60,17
844,844,0,5,-92699,-92664,0,-24971,17449,0,-61,28
845,845,0,10,-121109,50123,0,-58307,-15887,0,-62,-19
846,846,0,18,-131072,0,0,-126701,-84281,0,-63,31
847,847,0,13,-121090,50170,0,-179293,-110577,0,-64,-51
848,848,0,7,-92664,92698,0,-258181,-189465,0,-65,-112
849,849,0,1,50123,121108,0,-303777,-235061,0,-66,-19
850,850,0,12,0,131071,0,-353781,-285065,0,-67,-94
851,851,0,10,50170,121089,0,-372517,-294433,0,-68,-2
852,852,0,7,92698,92663,0,-380104,-296962,0,-69,-115
853,853,0,1,121108,-50124,0,-377586,-289408,0,-70,-77
854,854,0,-1,131071,-1,0,-362364,-279260,0,-71,-20
