Sample in Buffer,Sample in Window,TRIGGER,top_i/c_shift_ram_0_Q[15:0],top_i/waveform_iq_waveform_i[17:0],top_i/lut_decoder_1_x8[17:0],top_i/ddc_branch_0_x7673,top_i/xlslice_1_Dout[35:0],top_i/xlslice_2_Dout[35:0],top_i/unwrap_diff_0_x55,top_i/unwrap_diff_0_x56[31:0],top_i/signal_input_adc_out_2[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED
1149,1149,0,8,-121109,50123,0,-319638,-271226,0,8903723,-73
1150,1150,0,12,-131072,0,0,-315960,-268774,0,8641580,10
1151,1151,0,12,-121090,50170,0,-312666,-265480,0,8772651,-74
1152,1152,0,-3,-92664,92698,0,-311810,-265052,0,8707116,-47
1153,1153,0,0,50123,121108,0,-313781,-266366,0,8674349,-21
1154,1154,0,8,0,131071,0,-320985,-269968,0,8690732,-47
1155,1155,0,4,50170,121089,0,-328503,-269968,0,8682541,-57
1156,1156,0,2,92698,92663,0,-335451,-274600,0,8678446,-69
1157,1157,0,-1,121108,-50124,0,-336477,-277678,0,8676399,-53
1158,1158,0,14,131071,-1,0,-336477,-273078,0,8675376,-23
1159,1159,0,6,121089,-50171,0,-329381,-262434,0,8674865,-68
1160,1160,0,2,92663,-92699,0,-313805,-252050,0,8674610,9
1161,1161,0,8,-50124,-121109,0,-308731,-241902,0,8674483,-27
1162,1162,0,7,-1,-131072,0,-301177,-234348,0,8674420,-40
1163,1163,0,5,-50171,-121090,0,-306235,-239406,0,8674389,-51
1164,1164,0,21,-92699,-92664,0,-334339,-267510,0,8674374,-38
1165,1165,0,0,-121109,50123,0,-367675,-284178,0,8674367,6
1166,1166,0,3,-131072,0,0,-436069,-352572,0,8674363,-25
1167,1167,0,17,-121090,50170,0,-488661,-405164,0,8674361,14
1168,1168,0,13,-92664,92698,0,-567549,-484052,1,8674360,-86
1169,1169,0,-3,50123,121108,0,-613145,-506850,0,-2,-50
1170,1170,0,11,0,131071,0,-663149,-523518,0,-3,11
1171,1171,0,0,50170,121089,0,-672517,-551622,0,-4,-16
1172,1172,0,-5,92698,92663,0,-680104,-556680,0,-5,18
1173,1173,0,-14,121108,-50124,0,-672550,-549126,0,-6,-21
1174,1174,0,11,131071,-1,0,-657328,-544052,0,-7,-47
1175,1175,0,5,121089,-50171,0,-641752,-538860,0,-8,-70
1176,1176,0,-1,92663,-92699,0,-634656,-528216,0,-9,-11
1177,1177,0,-2,-50124,-121109,0,-631206,-525916,0,-10,-18
1178,1178,0,8,-1,-131072,0,-633258,-528994,0,-11,-33
1179,1179,0,4,-50171,-121090,0,-637890,-538258,0,-12,-35
1180,1180,0,8,-92699,-92664,0,-645408,-548282,0,-13,-93
1181,1181,0,9,-121109,50123,0,-650811,-550083,0,-14,60
1182,1182,0,12,-131072,0,0,-652125,-551397,0,-15,-51
1183,1183,0,9,-121090,50170,0,-651269,-550541,0,-16,-4
1184,1184,0,13,-92664,92698,0,-647975,-548345,0,-17,-42
1185,1185,0,9,50123,121108,0,-645523,-543441,0,-18,-32
1186,1186,0,6,0,131071,0,-642808,-540726,0,-19,26
1187,1187,0,14,50170,121089,0,-642092,-540368,0,-20,-32
1188,1188,0,9,92698,92663,0,-642596,-540872,0,-21,45
1189,1189,0,-1,121108,-50124,0,-643598,-542375,0,-22,-24
1190,1190,0,12,131071,-1,0,-645347,-544707,0,-23,-73
1191,1191,0,-2,121089,-50171,0,-646718,-546078,0,-24,-28
1192,1192,0,0,92663,-92699,0,-647170,-546530,0,-25,-123
1193,1193,0,21,-50124,-121109,0,-647166,-546518,0,-26,-38
1194,1194,0,15,-1,-131072,0,-646689,-546200,0,-27,-110
1195,1195,0,-4,-50171,-121090,0,-646035,-545546,0,-28,-91
1196,1196,0,9,-92699,-92664,0,-645441,-545348,0,-29,-131
1197,1197,0,15,-121109,50123,0,-645027,-544934,0,-30,14
1198,1198,0,5,-131072,0,0,-644953,-544712,0,-31,-95
1199,1199,0,15,-121090,50170,0,-644866,-544654,0,-32,5
1200,1200,0,13,-92664,92698,0,87,116,0,-33,-28
1201,1201,0,5,50123,121108,0,309,338,0,-34,-35
1202,1202,0,-1,0,131071,0,585,752,0,-35,79
1203,1203,0,-5,50170,121089,0,981,1148,0,-36,-31
1204,1204,0,14,92698,92663,0,1635,1802,0,-37,72
1205,1205,0,-8,121108,-50124,0,2112,1961,0,-38,12
1206,1206,0,3,131071,-1,0,2120,1969,0,-39,-24
1207,1207,0,4,121089,-50171,0,1894,1291,0,-40,-41
1208,1208,0,25,92663,-92699,0,1894,377,0,-41,3
1209,1209,0,14,-50124,-121109,0,1311,-1372,0,-42,90
1210,1210,0,12,-1,-131072,0,309,-2875,0,-43,-28
1211,1211,0,4,-50171,-121090,0,-27,-3379,0,-44,-60
1212,1212,0,16,-92699,-92664,0,689,-2305,0,-45,-112
1213,1213,0,6,-121109,50123,0,3404,-495,0,-46,-27
1214,1214,0,1,-131072,0,0,7082,3183,0,-47,-11
1215,1215,0,8,-121090,50170,0,9278,4281,0,-48,-79
1216,1216,0,0,-92664,92698,0,10562,5137,0,-49,-5
1217,1217,0,-1,50123,121108,0,7934,3823,0,-50,134
1218,1218,0,-1,0,131071,0,2531,3823,0,-51,14
1219,1219,0,10,50170,121089,0,-4987,-1189,0,-52,45
1220,1220,0,9,92698,92663,0,-7303,-8137,0,-53,-155
1221,1221,0,5,121108,-50124,0,-7303,-12241,0,-54,-158
1222,1222,0,11,131071,-1,0,-5003,-8791,0,-55,-137
1223,1223,0,-7,121089,-50171,0,5641,-1695,0,-56,-21
1224,1224,0,15,92663,-92699,0,10833,8689,0,-57,-38
1225,1225,0,8,-50124,-121109,0,26055,23911,0,-58,-12
1226,1226,0,6,-1,-131072,0,31091,28947,0,-59,-76
1227,1227,0,-1,-50171,-121090,0,23504,21360,0,-60,-62
1228,1228,0,-5,-92699,-92664,0,4768,11992,0,-61,14
1229,1229,0,9,-121109,50123,0,-45236,-38012,0,-62,-47
1230,1230,0,15,-131072,0,0,-90832,-83608,0,-63,-15
1231,1231,0,8,-121090,50170,0,-169720,-162496,0,-64,-50
1232,1232,0,7,-92664,92698,0,-222312,-188792,0,-65,-60
1233,1233,0,7,50123,121108,0,-290706,-211590,0,-66,39
1234,1234,0,5,0,131071,0,-307374,-261594,0,-67,-84
1235,1235,0,2,50170,121089,0,-335478,-280330,0,-68,53
1236,1236,0,-6,92698,92663,0,-343065,-287917,0,-69,-36
1237,1237,0,16,121108,-50124,0,-335511,-285399,0,-70,-10
1238,1238,0,0,131071,-1,0,-320289,-280325,0,-71,-10
1239,1239,0,12,121089,-50171,0,-309905,-264749,0,-72,-80
1240,1240,0,1,92663,-92699,0,-299261,-257653,0,-73,11
1241,1241,0,-4,-50124,-121109,0,-296961,-254203,0,-74,-52
1242,1242,0,7,-1,-131072,0,-299013,-258307,0,-75,23
1243,1243,0,19,-50171,-121090,0,-305961,-267571,0,-76,-68
1244,1244,0,3,-92699,-92664,0,-313479,-270077,0,-77,-52
1245,1245,0,-1,-121109,50123,0,-317081,-273679,0,-78,-19
1246,1246,0,9,-131072,0,0,-318395,-274993,0,-79,-33
1247,1247,0,12,-121090,50170,0,-317111,-274137,0,-80,-15
1248,1248,0,6,-92664,92698,0,-314915,-269745,0,-81,-122
1249,1249,0,0,50123,121108,0,-311237,-266067,0,-82,-27
1250,1250,0,12,0,131071,0,-309427,-265162,0,-83,-25
1251,1251,0,4,50170,121089,0,-308353,-264088,0,-84,-23
1252,1252,0,5,92698,92663,0,-308689,-264592,0,-85,-12
1253,1253,0,-7,121108,-50124,0,-310192,-266596,0,-86,-55
1254,1254,0,4,131071,-1,0,-311941,-268345,0,-87,9
1255,1255,0,-2,121089,-50171,0,-312855,-269259,0,-88,-45
1256,1256,0,8,92663,-92699,0,-313081,-269937,0,-89,22
1257,1257,0,11,-50124,-121109,0,-313069,-269929,0,-90,-60
1258,1258,0,8,-1,-131072,0,-312592,-269452,0,-91,-67
1259,1259,0,7,-50171,-121090,0,-311938,-269234,0,-92,-20
1260,1260,0,11,-92699,-92664,0,-311344,-268640,0,-93,-39
1261,1261,0,1,-121109,50123,0,-311206,-268226,0,-94,24
1262,1262,0,4,-131072,0,0,-310984,-268078,0,-95,-67
1263,1263,0,8,-121090,50170,1,-310897,-268049,0,-96,-43
1264,1264,0,-8,-92664,92698,0,-310810,-267933,0,-97,-52
1265,1265,0,8,50123,121108,0,-310588,-267711,0,-98,-6
1266,1266,0,1,0,131071,0,-310312,-267297,0,-376523445,-12
1267,1267,0,12,50170,121089,0,-309916,-266901,0,45133983,-74
1268,1268,0,19,92698,92663,0,-309262,-266247,0,-203784931,-9
1269,1269,0,9,121108,-50124,0,-308785,-266088,0,-72263013,-29
1270,1270,0,-7,131071,-1,0,-308777,-266080,0,-5500434,31
1271,1271,0,16,121089,-50171,0,-309003,-266758,0,28010409,-59
1272,1272,0,8,92663,-92699,0,-309003,-267672,0,11238652,-63
1273,1273,0,7,-50124,-121109,0,-309586,-269421,0,2850727,-14
1274,1274,0,18,-1,-131072,0,-310588,-270924,0,7044945,-70
1275,1275,0,1,-50171,-121090,0,-310924,-271428,0,4947804,10
1276,1276,0,8,-92699,-92664,0,-310208,-270354,0,5996378,-62
1277,1277,0,11,-121109,50123,0,-307493,-268544,0,5472091,-11
1278,1278,0,-5,-131072,0,0,-303815,-264866,0,5734234,-4
1279,1279,0,13,-121090,50170,0,-301619,-263768,0,5603163,-89
1280,1280,0,8,-92664,92698,0,-300335,-262912,0,5537628,-30
1281,1281,0,-6,50123,121108,0,-302963,-264226,0,5504861,-29
1282,1282,0,17,0,131071,0,-308366,-264226,0,5488478,-152
1283,1283,0,-1,50170,121089,0,-315884,-269238,0,5480287,13
1284,1284,0,7,92698,92663,0,-318200,-276186,0,5476192,-37
1285,1285,0,-4,121108,-50124,0,-318200,-280290,0,5474145,-27
1286,1286,0,-2,131071,-1,0,-315900,-276840,0,5473122,135
1287,1287,0,7,121089,-50171,0,-305256,-269744,0,5472611,166
1288,1288,0,11,92663,-92699,0,-300064,-259360,0,5472356,159
1289,1289,0,-10,-50124,-121109,0,-284842,-244138,0,5472229,301
1290,1290,0,10,-1,-131072,0,-279806,-239102,0,5472166,371
1291,1291,0,8,-50171,-121090,0,-287393,-246689,0,5472135,307
1292,1292,0,6,-92699,-92664,0,-306129,-256057,0,5472120,-195
1293,1293,0,11,-121109,50123,0,-356133,-306061,0,5472113,-323
1294,1294,0,0,-131072,0,0,-401729,-351657,0,5472109,-124
1295,1295,0,8,-121090,50170,0,-480617,-430545,0,5472107,-429
1296,1296,0,-1,-92664,92698,0,-533209,-456841,1,5472106,-411
1297,1297,0,0,50123,121108,0,-601603,-479639,0,-2,-246
1298,1298,0,16,0,131071,0,-618271,-529643,0,-3,-305
1299,1299,0,3,50170,121089,0,-646375,-548379,0,-4,-307
1300,1300,0,-9,92698,92663,0,-653962,-555966,0,-5,-345
1301,1301,0,7,121108,-50124,0,-646408,-553448,0,-6,27
1302,1302,0,14,131071,-1,0,-631186,-548374,0,-7,-85
1303,1303,0,9,121089,-50171,0,-620802,-532798,0,-8,6
1304,1304,0,15,92663,-92699,0,-610158,-525702,0,-9,14
1305,1305,0,16,-50124,-121109,0,-607858,-522252,0,-10,72
1306,1306,0,4,-1,-131072,0,-609910,-526356,0,-11,162
1307,1307,0,1,-50171,-121090,0,-616858,-535620,0,-12,82
1308,1308,0,13,-92699,-92664,0,-624376,-538126,0,-13,104
1309,1309,0,-10,-121109,50123,0,-627978,-541728,0,-14,58
1310,1310,0,1,-131072,0,0,-629292,-543042,0,-15,44
1311,1311,0,12,-121090,50170,0,-628008,-542186,0,-16,11
1312,1312,0,13,-92664,92698,0,-625812,-537794,0,-17,-103
1313,1313,0,4,50123,121108,0,-622134,-534116,0,-18,-14
1314,1314,0,1,0,131071,0,-620324,-533211,0,-19,-57
1315,1315,0,21,50170,121089,0,-619250,-532137,0,-20,14
1316,1316,0,8,92698,92663,0,-619586,-532641,0,-21,-37
1317,1317,0,2,121108,-50124,0,-621089,-534645,0,-22,-44
1318,1318,0,13,131071,-1,0,-622838,-536394,0,-23,-105
1319,1319,0,5,121089,-50171,0,-623752,-537308,0,-24,121
1320,1320,0,2,92663,-92699,0,-623978,-537986,0,-25,26
1321,1321,0,1,-50124,-121109,0,-623966,-537978,0,-26,-20
1322,1322,0,13,-1,-131072,0,-623489,-537501,0,-27,-42
1323,1323,0,0,-50171,-121090,0,-622835,-537283,0,-28,3
1324,1324,0,2,-92699,-92664,0,-622241,-536689,0,-29,-36
1325,1325,0,0,-121109,50123,0,-622103,-536275,0,-30,-48
1326,1326,0,10,-131072,0,0,-621881,-536127,0,-31,-92
1327,1327,0,14,-121090,50170,0,-621794,-536098,0,-32,-92
1328,1328,0,-7,-92664,92698,0,87,87,0,-33,12
1329,1329,0,-9,50123,121108,0,235,309,0,-34,-63
1330,1330,0,13,0,131071,0,511,585,0,-35,-49
1331,1331,0,-3,50170,121089,0,1105,1179,0,-36,-2
1332,1332,0,17,92698,92663,0,1759,1397,0,-37,-86
1333,1333,0,20,121108,-50124,0,2077,1715,0,-38,-13
1334,1334,0,6,131071,-1,0,2081,1727,0,-39,9
1335,1335,0,15,121089,-50171,0,2081,1275,0,-40,-56
1336,1336,0,5,92663,-92699,0,1624,-96,0,-41,-13
1337,1337,0,-15,-50124,-121109,0,458,-1845,0,-42,-51
1338,1338,0,-11,-1,-131072,0,-544,-3348,0,-43,9
1339,1339,0,9,-50171,-121090,0,-880,-3852,0,-44,-55
1340,1340,0,1,-92699,-92664,0,194,-3136,0,-45,-150
1341,1341,0,6,-121109,50123,0,2909,-421,0,-46,-113
1342,1342,0,16,-131072,0,0,5361,805,0,-47,-80
1343,1343,0,5,-121090,50170,0,8655,3001,0,-48,50
1344,1344,0,13,-92664,92698,0,10367,3857,0,-49,-57
1345,1345,0,12,50123,121108,0,8396,3857,0,-50,-120
1346,1346,0,16,0,131071,0,2993,255,0,-51,-39
1347,1347,0,0,50170,121089,0,487,-7263,0,-52,-14
1348,1348,0,6,92698,92663,0,487,-16527,0,-53,85
1349,1349,0,5,121108,-50124,0,-1565,-19605,0,-54,20
1350,1350,0,15,131071,-1,0,1885,-17305,0,-55,-53
1351,1351,0,11,121089,-50171,0,5433,-10209,0,-56,-52
1352,1352,0,-2,92663,-92699,0,21009,5367,0,-57,-26
1353,1353,0,1,-50124,-121109,0,31157,15515,0,-58,29
1354,1354,0,9,-1,-131072,0,38711,23069,0,-59,-85
1355,1355,0,4,-50171,-121090,0,33653,20540,0,-60,13
1356,1356,0,19,-92699,-92664,0,5549,-7564,0,-61,-82
1357,1357,0,-4,-121109,50123,0,-27787,-40900,0,-62,-61
1358,1358,0,3,-131072,0,0,-96181,-109294,0,-63,-54
1359,1359,0,-5,-121090,50170,0,-148773,-135590,0,-64,-96
1360,1360,0,15,-92664,92698,0,-227661,-161886,0,-65,54
1361,1361,0,8,50123,121108,0,-250459,-230280,0,-66,-62
1362,1362,0,20,0,131071,0,-300463,-263616,0,-67,123
1363,1363,0,4,50170,121089,0,-328567,-291720,0,-68,-28
1364,1364,0,11,92698,92663,0,-336154,-294249,0,-69,-29
1365,1365,0,9,121108,-50124,0,-328600,-291731,0,-70,80
1366,1366,0,11,131071,-1,0,-318452,-276509,0,-71,-7
1367,1367,0,4,121089,-50171,0,-302876,-266125,0,-72,59
1368,1368,0,5,92663,-92699,0,-295780,-255481,0,-73,-113
1369,1369,0,13,-50124,-121109,0,-293480,-250881,0,-74,29
1370,1370,0,-2,-1,-131072,0,-296558,-254985,0,-75,17
1371,1371,0,12,-50171,-121090,0,-303506,-257301,0,-76,-29
1372,1372,0,10,-92699,-92664,0,-308518,-262313,0,-77,-98
1373,1373,0,0,-121109,50123,0,-312120,-265915,0,-78,-184
1374,1374,0,15,-131072,0,0,-314091,-267229,0,-79,57
1375,1375,0,-1,-121090,50170,0,-313235,-265517,0,-80,-63
1376,1376,0,4,-92664,92698,0,-309941,-262223,0,-81,-49
1377,1377,0,11,50123,121108,0,-307489,-260997,0,-82,-91
1378,1378,0,-2,0,131071,0,-304774,-258282,0,-83,-137
1379,1379,0,11,50170,121089,0,-304058,-257208,0,-84,27
1380,1380,0,11,92698,92663,0,-304562,-257880,0,-85,2
1381,1381,0,13,121108,-50124,0,-306065,-259383,0,-86,96
1382,1382,0,6,131071,-1,0,-307231,-260549,0,-87,-50
1383,1383,0,16,121089,-50171,0,-307688,-261920,0,-88,27
1384,1384,0,7,92663,-92699,0,-308366,-262372,0,-89,-63
1385,1385,0,-2,-50124,-121109,0,-308354,-262360,0,-90,-8
1386,1386,0,-5,-1,-131072,0,-307877,-262201,0,-91,76
1387,1387,0,17,-50171,-121090,0,-307223,-261547,0,-92,16
1388,1388,0,10,-92699,-92664,0,-307025,-260953,0,-93,-18
1389,1389,0,-2,-121109,50123,0,-306611,-260677,0,-94,-133
1390,1390,0,1,-131072,0,0,-306389,-260603,0,-95,-137
1391,1391,0,0,-121090,50170,1,-306302,-260516,0,-96,-144
1392,1392,0,5,-92664,92698,0,-306215,-260429,0,-97,-91
1393,1393,0,18,50123,121108,0,-306067,-260207,0,-98,-32
1394,1394,0,27,0,131071,0,-305791,-259931,0,-381995551,0
1395,1395,0,-2,50170,121089,0,-305197,-259337,0,39661877,-65
1396,1396,0,10,92698,92663,0,-304543,-259119,0,-209257037,-18
1397,1397,0,2,121108,-50124,0,-304225,-258801,0,-77735119,-71
1398,1398,0,6,131071,-1,0,-304221,-258789,0,-10972540,1
1399,1399,0,7,121089,-50171,0,-304221,-259241,0,22538303,-31
1400,1400,0,0,92663,-92699,0,-304678,-260612,0,5766546,58
1401,1401,0,11,-50124,-121109,0,-305844,-262361,0,-2621379,-73
1402,1402,0,2,-1,-131072,0,-306846,-263864,0,-6815597,-52
1403,1403,0,-1,-50171,-121090,0,-307182,-264368,0,-4718456,-35
1404,1404,0,5,-92699,-92664,0,-306108,-263652,0,-3669882,-94
1405,1405,0,16,-121109,50123,0,-303393,-260937,0,-3145595,125
1406,1406,0,-4,-131072,0,0,-300941,-259711,0,-3407738,-106
1407,1407,0,8,-121090,50170,0,-297647,-257515,0,-3538809,27
1408,1408,0,9,-92664,92698,0,-295935,-256659,0,-3604344,-58
1409,1409,0,-2,50123,121108,0,-297906,-256659,0,-3637111,-73
1410,1410,0,11,0,131071,0,-303309,-260261,0,-3620728,-66
1411,1411,0,8,50170,121089,0,-305815,-267779,0,-3612537,-37
1412,1412,0,4,92698,92663,0,-305815,-277043,0,-3608442,31
1413,1413,0,11,121108,-50124,0,-307867,-280121,0,-3606395,4
1414,1414,0,16,131071,-1,0,-304417,-277821,0,-3605372,10
1415,1415,0,4,121089,-50171,0,-300869,-270725,0,-3604861,16
1416,1416,0,6,92663,-92699,0,-285293,-255149,0,-3604606,-12
1417,1417,0,4,-50124,-121109,0,-275145,-245001,0,-3604479,125
1418,1418,0,5,-1,-131072,0,-267591,-237447,0,-3604416,-184
1419,1419,0,-2,-50171,-121090,0,-272649,-239976,0,-3604385,0
1420,1420,0,12,-92699,-92664,0,-300753,-268080,0,-3604370,-111
1421,1421,0,1,-121109,50123,0,-334089,-301416,0,-3604363,-27
1422,1422,0,13,-131072,0,0,-402483,-369810,0,-3604359,98
1423,1423,0,3,-121090,50170,0,-455075,-396106,0,-3604357,-16
1424,1424,0,10,-92664,92698,0,-533963,-422402,1,-3604356,9
1425,1425,0,-2,50123,121108,0,-556761,-490796,0,2,-91
1426,1426,0,15,0,131071,0,-606765,-524132,0,3,57
1427,1427,0,-9,50170,121089,0,-634869,-552236,0,4,-10
1428,1428,0,6,92698,92663,0,-642456,-554765,0,5,-3
1429,1429,0,9,121108,-50124,0,-634902,-552247,0,6,-18
1430,1430,0,3,131071,-1,0,-624754,-537025,0,7,-33
1431,1431,0,12,121089,-50171,0,-609178,-526641,0,8,33
1432,1432,0,-3,92663,-92699,0,-602082,-515997,0,9,0
1433,1433,0,9,-50124,-121109,0,-599782,-511397,0,10,-73
1434,1434,0,10,-1,-131072,0,-602860,-515501,0,11,24
1435,1435,0,4,-50171,-121090,0,-609808,-517817,0,12,-98
1436,1436,0,-1,-92699,-92664,0,-614820,-522829,0,13,-45
1437,1437,0,6,-121109,50123,0,-618422,-526431,0,14,-103
1438,1438,0,8,-131072,0,0,-620393,-527745,0,15,-77
1439,1439,0,16,-121090,50170,0,-619537,-526033,0,16,57
1440,1440,0,-11,-92664,92698,0,-616243,-522739,0,17,-66
1441,1441,0,16,50123,121108,0,-613791,-521513,0,18,49
1442,1442,0,2,0,131071,0,-611076,-518798,0,19,-124
1443,1443,0,3,50170,121089,0,-610360,-517724,0,20,1
1444,1444,0,14,92698,92663,0,-610864,-518396,0,21,-50
1445,1445,0,-2,121108,-50124,0,-612367,-519899,0,22,63
1446,1446,0,1,131071,-1,0,-613533,-521065,0,23,-84
1447,1447,0,-10,121089,-50171,0,-613990,-522436,0,24,-8
1448,1448,0,15,92663,-92699,0,-614668,-522888,0,25,-3
1449,1449,0,13,-50124,-121109,0,-614656,-522876,0,26,-7
1450,1450,0,5,-1,-131072,0,-614179,-522717,0,27,9
1451,1451,0,-3,-50171,-121090,0,-613525,-522063,0,28,-87
1452,1452,0,4,-92699,-92664,0,-613327,-521469,0,29,-28
1453,1453,0,-1,-121109,50123,0,-612913,-521193,0,30,-54
1454,1454,0,-6,-131072,0,0,-612691,-521119,0,31,-27
1455,1455,0,-11,-121090,50170,0,-612604,-521032,0,32,-45
1456,1456,0,0,-92664,92698,0,58,87,0,33,-120
1457,1457,0,5,50123,121108,0,206,235,0,34,-7
1458,1458,0,14,0,131071,0,620,649,0,35,-39
1459,1459,0,4,50170,121089,0,1214,847,0,36,-15
1460,1460,0,16,92698,92663,0,1650,1283,0,37,-140
1461,1461,0,4,121108,-50124,0,1809,1760,0,38,-96
1462,1462,0,13,131071,-1,0,1809,1768,0,39,11
1463,1463,0,5,121089,-50171,0,1583,1090,0,40,-34
1464,1464,0,12,92663,-92699,0,669,-281,0,41,16
1465,1465,0,-8,-50124,-121109,0,-497,-2030,0,42,-58
1466,1466,0,-2,-1,-131072,0,-1499,-3533,0,43,-95
1467,1467,0,11,-50171,-121090,0,-2003,-3869,0,44,24
1468,1468,0,9,-92699,-92664,0,-929,-2795,0,45,-61
1469,1469,0,13,-121109,50123,0,881,-1890,0,46,28
1470,1470,0,9,-131072,0,0,4559,562,0,47,-112
1471,1471,0,19,-121090,50170,0,8951,2758,0,48,-36
1472,1472,0,-10,-92664,92698,0,10235,2758,0,49,7
1473,1473,0,7,50123,121108,0,8264,1444,0,50,-22
1474,1474,0,9,0,131071,0,6463,-3959,0,51,10
1475,1475,0,-15,50170,121089,0,6463,-13983,0,52,-93
1476,1476,0,7,92698,92663,0,1831,-20931,0,53,55
1477,1477,0,-5,121108,-50124,0,-1247,-22983,0,54,-61
1478,1478,0,-6,131071,-1,0,-97,-20683,0,55,-32
1479,1479,0,0,121089,-50171,0,10547,-10039,0,56,-48
1480,1480,0,-7,92663,-92699,0,20931,345,0,57,-23
1481,1481,0,-2,-50124,-121109,0,36153,15567,0,58,50
1482,1482,0,6,-1,-131072,0,41189,18085,0,59,-63
1483,1483,0,1,-50171,-121090,0,33602,10498,0,60,11
1484,1484,0,22,-92699,-92664,0,14866,-8238,0,61,-43
1485,1485,0,7,-121109,50123,0,-35138,-58242,0,62,-28
1486,1486,0,-2,-131072,0,0,-80734,-81040,0,63,58
1487,1487,0,2,-121090,50170,0,-159622,-107336,0,64,-129
1488,1488,0,10,-92664,92698,0,-185918,-186224,0,65,165
1489,1489,0,-13,50123,121108,0,-254312,-231820,0,66,-166
1490,1490,0,15,0,131071,0,-304316,-281824,0,67,137
1491,1491,0,-4,50170,121089,0,-332420,-291192,0,68,-89
1492,1492,0,6,92698,92663,0,-340007,-293721,0,69,-32
1493,1493,0,12,121108,-50124,0,-334971,-286167,0,70,44
1494,1494,0,-8,131071,-1,0,-319749,-276019,0,71,-116
1495,1495,0,4,121089,-50171,0,-309365,-260443,0,72,41
1496,1496,0,13,92663,-92699,0,-302269,-246251,0,73,-75
1497,1497,0,5,-50124,-121109,0,-298819,-241651,0,74,-112
1498,1498,0,5,-1,-131072,0,-301897,-242677,0,75,-45
1499,1499,0,0,-50171,-121090,0,-306529,-247309,0,76,-72
1500,1500,0,7,-92699,-92664,0,-311541,-252321,0,77,2
1501,1501,0,12,-121109,50123,0,-316944,-255923,0,78,-40
1502,1502,0,6,-131072,0,0,-318258,-258551,0,79,-70
1503,1503,0,7,-121090,50170,0,-316974,-257267,0,80,-52
1504,1504,0,11,-92664,92698,0,-314778,-256169,0,81,-42
1505,1505,0,21,50123,121108,0,-311100,-252491,0,82,32
1506,1506,0,-2,0,131071,0,-309290,-249776,0,83,-104
1507,1507,0,-1,50170,121089,0,-308216,-248344,0,84,39
1508,1508,0,12,92698,92663,0,-308720,-248848,0,85,33
1509,1509,0,3,121108,-50124,0,-309722,-249850,0,86,248
1510,1510,0,3,131071,-1,0,-310305,-251599,0,87,177
1511,1511,0,-6,121089,-50171,0,-311676,-252513,0,88,-370
1512,1512,0,7,92663,-92699,0,-312354,-253191,0,89,-12
1513,1513,0,13,-50124,-121109,0,-312342,-253187,0,90,-157
1514,1514,0,0,-1,-131072,0,-311865,-252710,0,91,138
1515,1515,0,10,-50171,-121090,0,-311647,-252056,0,92,-122
1516,1516,0,4,-92699,-92664,0,-311053,-251660,0,93,83
1517,1517,0,13,-121109,50123,0,-310639,-251522,0,94,-211
1518,1518,0,-3,-131072,0,0,-310417,-251300,0,95,-143
1519,1519,0,3,-121090,50170,1,-310330,-251242,0,96,0
1520,1520,0,2,-92664,92698,0,-310272,-251155,0,97,-116
1521,1521,0,6,50123,121108,0,-310124,-251007,0,98,-82
1522,1522,0,5,0,131071,0,-309710,-250593,0,-378391195,-313
1523,1523,0,7,50170,121089,0,-309116,-250395,0,43266233,-361
1524,1524,0,0,92698,92663,0,-308680,-249959,0,-205652681,-192
1525,1525,0,0,121108,-50124,0,-308521,-249482,0,-74130763,-163
1526,1526,0,-2,131071,-1,0,-308521,-249474,0,-7368184,-189
1527,1527,0,5,121089,-50171,0,-308747,-250152,0,-40879027,-138
1528,1528,0,-12,92663,-92699,0,-309661,-251523,0,-24107270,-79
1529,1529,0,6,-50124,-121109,0,-310827,-253272,0,-15719345,-118
1530,1530,0,0,-1,-131072,0,-311829,-254775,0,-11525127,-435
1531,1531,0,9,-50171,-121090,0,-312333,-255111,0,-13622268,53
1532,1532,0,19,-92699,-92664,0,-311259,-254037,0,-12573694,-307
1533,1533,0,21,-121109,50123,0,-309449,-253132,0,-13097981,92
1534,1534,0,8,-131072,0,0,-305771,-250680,0,-12835838,48
1535,1535,0,5,-121090,50170,0,-301379,-248484,0,-12966909,150
1536,1536,0,-4,-92664,92698,0,-300095,-248484,0,-13032444,410
1537,1537,0,3,50123,121108,0,-302066,-249798,0,-12999677,379
1538,1538,0,2,0,131071,0,-303867,-255201,0,-12983294,778
1539,1539,0,3,50170,121089,0,-303867,-265225,0,-12991485,887
1540,1540,0,-7,92698,92663,0,-308499,-272173,0,-12995580,1032
1541,1541,0,8,121108,-50124,0,-311577,-274225,0,-12997627,590
1542,1542,0,9,131071,-1,0,-310427,-271925,0,-12998650,154
1543,1543,0,17,121089,-50171,0,-299783,-261281,0,-12999161,-208
1544,1544,0,0,92663,-92699,0,-289399,-250897,0,-12999416,-395
1545,1545,0,7,-50124,-121109,0,-274177,-235675,0,-12999543,-275
1546,1546,0,-4,-1,-131072,0,-269141,-233157,0,-12999606,-296
1547,1547,0,7,-50171,-121090,0,-276728,-240744,0,-12999637,-400
